Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
1,0,22,0,0,9647,1,2,3,1,4,3,3,3,1,1,6,2,1,2,374,504,0,0.009688115
1,1,40,1,1,2731,0,4,0,4,4,5,0,4,3,6,6,6,1,0,341,1759,1,0.9811581
1,0,61,1,2,1150,6,2,6,5,0,4,1,6,3,5,6,2,6,0,721,907,1,0.99926144
1,0,34,0,0,2360,6,1,6,6,2,2,0,1,2,0,2,1,2,0,1375,558,1,0.9962984
0,0,57,1,1,9649,5,4,2,5,4,6,0,6,5,4,3,4,1,1,1050,1666,1,0.9980428
1,1,51,1,1,2178,2,0,4,1,6,3,1,2,5,3,0,1,2,0,199,1788,0,0.024495669
0,0,31,0,1,617,0,3,5,2,2,6,3,3,5,0,4,0,4,6,855,867,1,0.99565244
1,1,29,0,0,617,1,1,0,3,0,3,3,6,5,2,6,1,5,1,1721,1218,0,9.740787e-06
0,0,59,1,2,9552,5,5,2,4,6,2,5,6,0,2,4,3,1,4,851,859,1,0.9800101
1,1,11,1,2,457,5,1,3,0,3,3,2,2,1,5,2,1,2,6,266,857,1,0.6254522
0,1,4,0,2,540,6,4,4,1,6,3,2,4,4,0,0,6,4,1,1333,676,1,0.97533876
1,0,70,0,0,5554,2,2,0,1,2,5,4,4,4,1,3,0,0,1,458,809,0,4.887249e-06
0,0,54,1,2,3626,1,3,0,3,5,6,4,6,0,1,6,3,4,4,953,1794,1,0.86962986
1,0,85,0,0,1484,0,5,5,6,4,3,0,4,0,3,6,0,3,5,373,1356,1,0.9997111
0,1,26,1,1,2317,6,4,1,4,4,5,2,2,4,1,3,5,5,0,1137,1057,1,0.9985008
0,0,91,0,0,1118,5,2,6,5,2,6,0,0,1,3,6,1,6,3,200,1638,1,0.99837047
0,0,50,1,0,2625,6,0,2,1,0,1,2,6,1,5,3,6,0,4,1526,215,1,0.9289098
1,1,87,1,1,6065,5,4,5,1,2,6,5,6,6,5,0,6,2,0,1199,1027,1,0.99992085
1,0,57,0,1,6936,3,2,4,4,5,0,3,2,1,0,4,3,5,1,1083,966,0,0.0016442648
1,1,41,1,0,8428,5,1,4,3,0,6,4,2,1,1,5,2,6,0,967,765,1,0.9676129
1,1,72,1,2,6399,4,6,3,6,2,5,4,2,5,2,6,1,3,1,1874,1230,0,0.007868212
1,0,21,1,0,2315,0,2,2,1,1,6,1,6,5,0,3,1,3,2,236,273,1,0.99906474
0,1,50,0,1,3542,4,0,6,4,1,6,0,6,6,6,0,1,2,1,1742,1853,0,0.20093058
1,0,89,1,1,8618,1,5,1,2,1,5,3,1,3,5,4,2,3,2,1920,1731,0,0.37399688
0,1,52,1,0,2596,4,4,6,0,5,2,5,5,6,6,5,6,2,1,1654,948,1,0.8328346
0,1,47,1,0,656,3,3,2,2,0,3,0,6,1,6,5,5,1,3,1829,1645,0,0.060665738
1,0,77,0,1,2691,0,4,0,4,6,6,5,6,2,4,4,1,6,1,373,126,1,0.9949886
1,1,77,0,1,697,4,4,0,5,3,2,1,1,4,4,1,0,0,6,417,1179,0,0.07904195
1,1,59,0,1,2707,0,5,6,4,5,5,2,0,4,2,5,4,6,2,353,1775,1,0.9963174
1,1,98,0,2,8017,0,4,3,2,5,1,6,2,6,5,3,2,6,5,1111,1479,1,0.99995255
0,1,48,0,0,341,5,4,4,3,5,3,6,2,1,1,4,1,2,4,343,1016,1,0.9943738
0,1,82,0,1,3006,5,3,2,1,0,0,5,2,4,0,5,6,5,4,285,592,1,0.98413056
1,1,60,0,0,2112,0,1,2,2,1,3,2,0,3,1,5,4,3,5,45,1530,1,0.66032505
0,0,43,1,2,2294,6,5,1,4,0,0,4,0,6,0,6,4,5,2,511,171,1,0.88733935
1,0,49,1,1,8944,4,6,3,0,1,6,5,2,1,4,2,4,4,4,649,1412,1,0.9915849
0,0,20,1,1,8900,6,2,3,5,2,4,2,5,4,1,1,3,1,3,1493,293,0,0.37084922
1,0,41,1,1,2674,6,1,4,0,2,6,2,1,2,3,6,3,5,6,1768,899,1,0.99387497
0,1,90,1,0,8532,4,4,3,6,5,4,6,6,2,6,3,2,4,4,1208,1579,0,0.09006423
0,0,26,1,0,5861,5,0,4,4,1,5,4,0,6,6,1,4,0,1,1646,880,1,0.96074843
0,0,9,1,1,3153,2,5,1,5,5,5,6,5,0,2,1,5,6,0,1860,264,1,0.9876024
1,1,1,1,1,2121,5,1,1,5,6,3,3,5,5,4,2,2,3,5,1809,93,1,0.91261685
1,1,27,1,1,4994,4,0,1,3,5,1,6,0,2,1,0,2,5,4,767,1423,1,0.62736166
1,0,51,1,1,4382,5,2,1,5,0,3,3,6,1,1,0,2,1,4,1926,1384,1,0.63346165
0,1,39,1,1,2222,1,1,5,5,6,6,3,3,0,2,3,4,4,2,1588,1067,0,0.0046067224
0,1,9,1,0,8097,5,4,0,2,3,3,6,3,5,4,6,2,5,5,670,1482,1,0.9047432
0,0,2,0,1,5383,5,5,2,0,4,5,3,3,4,5,0,1,5,0,202,1705,1,0.9649304
1,0,60,0,1,8248,0,3,6,0,6,5,4,4,4,1,6,5,4,1,1650,440,1,0.997965
0,1,93,0,0,6759,3,5,6,5,6,6,6,3,2,3,2,4,3,1,1883,535,0,0.00053916837
0,0,50,0,2,6824,2,1,5,1,4,6,6,2,3,4,6,5,5,2,466,717,0,0.00058374455
0,0,96,1,0,2381,3,6,6,2,2,6,6,3,5,3,2,3,4,6,159,1464,1,0.97058254
1,1,86,1,0,6089,3,1,3,1,3,6,4,3,3,4,3,2,1,0,508,631,0,0.0001254096
1,1,70,0,2,3511,6,4,5,0,1,3,6,1,6,1,1,5,3,6,569,1253,1,0.98745096
0,1,50,1,2,1816,4,4,3,0,0,5,4,3,1,6,2,0,0,6,1019,1430,0,0.26842257
0,0,47,1,2,2442,4,5,2,2,4,4,4,0,3,0,1,2,1,1,957,334,0,0.046347234
1,0,19,1,2,9701,3,4,1,0,4,3,3,0,5,2,1,5,6,1,433,346,1,0.6558337
0,1,52,0,2,155,4,6,5,3,1,2,0,0,5,4,3,5,1,1,1935,1679,0,0.47168955
0,0,95,0,0,5313,2,4,3,0,1,2,1,2,6,6,1,0,1,1,1508,709,0,0.0026904792
1,0,40,0,1,246,6,4,4,2,6,2,4,2,5,5,6,1,1,6,281,716,1,0.99430346
1,1,89,1,2,9205,4,5,3,5,6,1,4,0,4,6,5,0,2,1,902,699,0,0.036836725
1,0,31,1,0,3862,6,4,0,0,0,0,1,4,0,6,5,5,5,5,680,1786,1,0.9929583
1,0,87,0,2,2493,2,4,0,1,6,2,2,2,6,3,0,2,3,1,709,1607,0,2.3232875e-05
1,1,63,1,2,7220,0,2,4,2,5,2,0,2,6,5,0,4,3,3,764,1762,1,0.9996656
0,0,16,1,2,9630,3,1,2,5,5,3,1,3,2,0,5,3,1,6,22,769,1,0.9723573
0,0,82,1,2,1388,2,0,2,3,3,1,2,4,5,4,5,4,5,4,209,155,0,0.17476055
1,1,56,1,0,175,0,0,4,5,3,1,0,3,5,5,3,6,1,6,717,204,1,0.99846435
1,1,27,0,0,8878,4,0,0,6,3,4,2,0,1,1,6,4,3,6,1979,1001,0,0.00804019
0,1,67,0,2,1045,5,5,2,2,5,5,2,2,0,1,1,3,6,3,1758,634,1,0.9975381
0,1,62,0,1,6067,0,6,0,4,1,2,3,0,2,1,3,6,4,5,1524,1467,1,0.99135935
0,0,75,0,1,2773,4,5,4,1,6,6,6,5,3,5,0,0,2,4,1125,580,0,0.3264382
1,1,58,0,2,6538,1,1,2,3,6,1,4,6,3,0,5,6,1,3,633,780,0,2.2764822e-05
0,1,14,1,1,3324,1,5,2,3,1,2,2,5,3,6,3,5,5,2,1279,1385,0,0.0009100496
0,1,18,1,0,4004,0,4,5,4,3,2,0,0,6,4,3,3,5,3,1039,238,1,0.6051243
1,0,97,1,1,4132,0,1,6,1,6,6,0,6,5,5,5,2,6,3,1632,334,1,0.99998236
0,1,40,1,2,8329,1,4,1,1,2,6,1,1,1,4,5,5,1,3,1752,403,0,0.082707815
0,1,25,1,1,3747,6,3,2,6,1,2,5,2,5,4,3,0,1,4,724,1424,1,0.8141526
1,0,36,1,2,8087,4,3,3,2,0,1,3,1,2,0,3,2,6,2,99,1577,1,0.92492133
0,0,26,0,0,841,1,0,1,1,0,6,1,0,0,4,2,1,4,0,1763,724,0,0.0005729623
1,1,45,0,1,57,0,5,0,1,2,1,2,1,6,2,3,4,5,5,227,1278,1,0.999966
1,1,89,0,1,7936,4,1,2,2,1,5,2,4,4,6,6,2,0,2,450,827,0,0.008526794
0,0,33,1,2,168,0,5,3,5,0,0,5,2,6,2,3,4,3,6,1571,158,1,0.9999434
0,0,12,0,1,4835,5,0,3,0,2,4,6,6,0,2,5,5,2,5,1305,1082,0,0.22520116
1,0,98,0,2,3208,4,3,4,3,3,4,4,4,3,6,1,6,1,2,1749,1279,0,0.15951632
0,0,98,0,2,6003,6,3,3,3,4,3,1,5,3,6,0,0,1,1,1993,321,1,0.99711215
0,0,0,1,2,6182,3,1,1,1,6,1,3,5,1,4,4,4,1,6,819,1140,0,0.005939402
0,0,84,1,1,2693,2,6,6,2,6,2,0,1,1,3,5,0,0,1,74,1947,0,0.3795572
0,0,31,1,1,9917,3,5,1,2,5,6,0,2,2,0,6,3,5,1,945,175,1,0.99972194
0,1,70,0,0,6464,0,6,5,1,4,6,3,0,3,5,4,2,5,6,1925,1447,1,0.9985997
0,0,9,0,0,4476,5,5,4,5,1,6,6,2,3,0,0,2,0,1,1158,362,1,0.99690646
1,1,51,1,0,8937,4,4,5,2,3,0,4,5,4,4,2,5,6,1,635,822,1,0.8746378
0,0,95,1,0,5842,3,3,0,3,1,4,2,6,3,1,5,3,2,6,256,1879,1,0.5410494
0,0,35,1,0,2162,4,6,2,6,1,2,1,0,1,6,4,4,5,6,1507,613,1,0.93330073
1,1,55,0,2,7563,3,2,6,3,6,4,5,0,0,0,0,6,5,6,1963,30,0,0.004727799
0,1,25,0,2,2982,2,2,4,5,4,5,4,5,3,6,3,1,5,0,1326,917,0,0.0028760785
0,0,18,0,1,5577,5,6,6,3,5,4,5,5,5,3,6,4,6,2,1039,969,1,0.97577024
1,1,70,1,0,1791,5,0,6,0,0,2,1,6,6,0,5,0,5,2,1949,752,1,0.6102744
1,0,100,1,0,1862,6,6,6,4,3,6,4,1,2,3,4,1,3,2,77,1319,1,0.98984677
0,1,76,0,2,2258,4,0,5,6,2,0,1,3,5,5,5,3,5,1,1481,493,0,0.08161958
0,1,85,1,0,4845,5,3,5,0,2,2,5,1,0,4,2,5,2,1,1613,6,1,0.9993686
1,0,56,0,0,7755,2,4,0,4,2,3,2,5,3,6,4,0,3,0,1199,1149,0,0.00036760443
1,1,43,1,2,1787,6,2,5,2,6,2,1,6,6,2,4,2,4,5,1947,515,1,0.9844296
0,0,14,1,2,8867,2,6,3,3,4,3,3,6,0,0,0,5,1,3,1071,844,1,0.95264447
1,0,5,0,1,36,5,5,1,3,1,0,0,5,4,4,0,5,6,4,1941,41,1,0.8811659
0,0,55,1,2,8495,5,5,5,6,6,1,6,2,5,1,2,5,4,6,4,1463,1,0.98877794
1,0,47,1,2,6131,1,5,3,3,2,5,3,4,6,3,2,2,4,2,1122,547,0,0.32590327
0,0,49,1,1,8335,1,5,1,1,4,4,3,2,1,2,4,4,1,6,1713,1552,1,0.9980773
0,0,28,0,2,659,3,4,4,0,5,1,2,5,1,6,6,2,1,1,138,1277,0,0.0011522208
0,1,43,0,0,4988,1,0,0,2,6,4,6,2,6,4,0,2,4,3,1108,1117,0,7.472257e-06
1,0,50,0,0,4655,2,6,3,4,6,0,6,5,3,1,3,0,4,6,1421,467,0,0.010132755
0,1,80,1,0,6605,2,6,4,3,2,2,5,3,3,4,2,6,5,2,744,1004,0,0.14400364
1,0,73,1,0,6992,6,6,6,6,3,2,0,0,5,2,2,4,2,1,475,1545,1,0.97174084
1,1,47,1,1,9471,5,0,3,1,4,6,1,3,6,2,3,0,1,0,300,1558,1,0.9505545
1,0,54,1,1,223,0,3,6,3,4,5,1,6,6,1,1,6,3,6,1168,657,1,0.9999361
1,1,46,1,2,6985,1,2,5,1,6,5,3,0,6,3,6,3,1,6,1553,1484,0,0.19238004
0,0,10,1,2,2734,1,5,3,1,3,0,2,1,4,5,2,4,0,6,1577,1914,0,0.025478292
0,0,56,1,0,1483,3,0,0,4,2,4,0,4,2,1,6,1,5,2,410,841,1,0.66760737
1,0,88,0,0,7430,0,0,6,5,4,4,2,6,2,2,1,0,4,2,496,1198,1,0.9974655
0,0,24,1,1,780,0,6,6,3,2,1,6,1,3,4,3,3,1,5,909,306,1,0.99976104
0,1,16,1,1,642,5,3,0,6,2,1,2,1,0,0,1,4,1,0,413,1380,1,0.988836
0,0,40,0,0,2989,2,4,5,6,2,3,6,1,6,3,4,3,2,0,1240,668,0,0.00037583
0,0,44,0,2,566,6,2,6,1,6,5,1,6,1,1,3,5,4,4,1535,808,1,0.99930906
1,1,50,1,0,1317,5,1,0,1,2,6,5,6,3,6,0,0,4,5,307,63,1,0.9991528
1,0,53,0,0,4070,2,1,4,0,3,5,5,5,0,6,3,3,5,4,826,324,0,0.004669992
1,0,25,0,0,1614,3,2,6,2,2,1,5,4,1,1,5,5,0,6,1221,399,0,0.000566475
1,1,46,0,2,6222,2,3,0,5,0,3,5,2,5,4,4,5,2,5,1322,1943,0,6.898901e-05
0,0,32,1,1,4901,3,6,2,0,3,4,2,6,6,0,5,5,1,6,1619,463,1,0.97685474
1,1,47,1,1,6074,4,1,5,3,3,3,2,2,4,2,1,5,4,1,36,1781,1,0.78902555
0,1,80,0,1,4095,5,3,1,4,1,2,6,3,5,5,2,5,2,6,1687,58,1,0.99475116
1,0,99,0,1,5995,4,2,5,4,6,5,1,2,4,1,4,5,3,2,1273,1152,0,0.19597012
1,1,43,0,2,6115,6,6,2,2,1,6,6,4,6,4,2,5,3,2,1645,1703,1,0.9974382
1,1,42,1,1,1807,0,6,6,0,6,4,1,1,4,3,6,3,2,5,1974,607,1,0.9999021
1,0,67,0,1,687,0,4,4,5,0,3,1,1,1,4,0,6,4,5,936,1434,1,0.9978484
1,1,65,1,2,6388,0,4,1,4,0,3,5,2,0,6,5,2,3,0,116,854,1,0.9970675
0,1,88,0,1,8594,6,2,4,6,5,1,1,3,0,6,3,3,3,6,1335,617,1,0.9929796
1,1,19,0,0,6233,1,6,4,4,0,6,1,3,0,2,0,3,6,2,1986,1598,0,0.00023061092
0,0,82,1,0,6237,4,5,4,3,1,3,4,3,3,5,4,4,0,1,1607,872,0,0.27459177
0,0,68,0,0,3917,0,0,5,6,3,3,5,3,0,5,1,1,2,0,1186,1739,1,0.99837506
0,1,78,1,0,8582,1,1,3,6,3,4,5,6,1,1,4,6,0,2,1192,778,0,0.022839906
1,0,26,0,0,2354,6,2,6,3,2,6,1,1,5,3,3,5,1,3,1719,1421,1,0.9913579
0,1,28,0,2,6890,0,6,3,3,0,2,3,4,6,4,4,4,1,3,1494,638,1,0.96922886
0,0,64,0,1,9742,4,2,5,0,3,3,1,6,0,2,0,6,0,4,1139,732,0,0.087939546
0,1,41,0,1,8673,3,4,0,2,1,1,2,6,0,6,4,0,6,1,803,1779,0,0.0008478868
1,0,54,0,1,9908,6,2,5,0,2,5,1,0,5,1,4,1,0,5,1387,1508,1,0.7573668
1,0,40,1,1,1135,3,0,3,5,4,2,6,5,6,1,2,2,2,0,1589,1925,1,0.8080176
1,1,60,1,0,7791,3,0,5,1,5,1,2,6,2,0,5,5,3,0,916,810,0,0.11249768
1,0,87,0,2,1039,5,0,6,5,5,1,3,1,6,2,2,6,5,4,1820,1960,1,0.979654
1,1,67,0,1,5747,4,2,6,0,4,4,4,2,2,5,2,0,1,6,840,1033,0,0.023747938
1,1,50,1,1,893,5,4,2,3,4,4,5,3,1,0,0,2,5,6,713,137,1,0.99951863
0,1,15,0,1,7282,4,0,2,2,3,2,3,5,6,5,6,4,6,3,757,278,0,0.038671743
0,1,55,0,2,7451,5,0,6,2,1,1,2,2,6,2,2,6,5,5,1634,461,1,0.92762524
0,1,71,1,0,9517,1,3,5,0,5,0,1,4,3,3,5,1,4,3,1273,1517,0,0.020041546
0,1,59,1,0,3146,5,2,6,2,3,1,1,2,4,4,2,0,1,3,26,1150,1,0.9849215
1,0,66,0,1,3212,6,6,4,5,4,2,0,2,2,4,5,4,1,0,785,1304,1,0.9128408
0,1,34,1,2,9192,1,6,2,2,3,0,5,5,4,1,2,3,3,3,1761,1738,0,0.00038026244
0,1,19,1,0,5893,1,1,6,5,0,4,2,2,6,5,6,6,6,3,1770,1997,0,0.081582405
0,0,48,0,1,8701,2,3,6,3,1,0,1,6,1,0,0,5,4,4,12,1111,0,0.0036231414
0,0,100,0,1,9717,0,5,5,1,2,4,6,0,2,2,5,5,2,4,318,1146,1,0.9998553
1,1,46,1,2,9816,4,4,1,1,6,2,1,3,5,3,1,3,6,2,979,748,0,0.45827457
1,0,8,1,1,9984,1,5,6,5,3,6,5,5,6,1,6,6,6,0,1120,784,1,0.7695798
0,1,30,0,2,4847,4,0,5,1,6,2,2,2,2,6,6,6,1,3,1253,1255,0,0.13347709
1,0,71,0,0,6446,4,0,1,0,6,1,0,6,4,6,5,2,3,4,586,1328,0,0.0018898887
0,0,34,0,1,3699,4,4,3,3,1,1,3,3,2,1,2,5,2,0,137,100,0,0.12893945
0,0,60,1,1,5502,0,4,0,4,1,6,1,5,3,2,2,1,3,5,1544,1864,1,0.99993646
0,1,66,0,0,106,1,3,6,0,5,6,2,2,3,2,1,6,5,0,804,1130,0,0.011504423
0,0,49,0,2,1920,6,5,2,0,1,6,5,0,3,0,1,6,2,2,1505,894,1,0.93971735
0,0,34,1,1,4147,6,3,5,0,1,5,3,2,2,6,1,2,0,0,1463,1996,1,0.9992429
0,1,71,0,2,4660,4,5,2,6,2,5,4,5,6,2,5,5,0,5,1098,1955,0,0.32072416
0,0,86,0,2,1412,0,5,1,0,4,3,0,1,4,2,0,3,2,4,900,1777,1,0.99387664
0,0,61,1,1,6886,4,4,2,6,0,6,5,6,4,2,0,6,0,3,1096,1260,1,0.99137807
1,0,26,1,1,6980,6,4,5,1,5,3,0,3,2,2,5,3,5,4,825,1488,1,0.9994929
1,1,85,0,2,6702,6,2,4,6,6,5,3,5,5,4,5,1,4,6,94,508,1,0.9987748
1,1,16,1,1,7053,3,0,6,5,3,1,4,3,2,0,3,0,5,1,1938,1026,0,0.0009260817
0,0,84,0,0,2516,1,2,5,5,5,0,2,4,0,2,5,4,3,3,1975,267,0,2.2866911e-06
1,0,16,0,2,7864,5,6,0,0,0,0,0,5,2,4,2,1,3,2,1246,1654,1,0.957516
0,1,9,1,2,7887,3,1,6,4,6,0,1,0,5,3,0,3,6,6,1884,1617,0,0.022694325
0,1,37,1,2,4967,0,5,4,4,2,0,2,1,1,1,1,0,5,5,436,1249,1,0.9999176
0,1,84,1,1,9697,0,5,0,5,6,5,6,2,6,6,6,2,1,5,1863,273,1,0.98491675
0,1,20,0,0,5923,1,2,0,2,3,4,4,0,1,0,3,3,6,2,904,510,0,8.73755e-06
1,0,66,1,2,2392,5,6,3,6,2,0,5,3,1,4,0,6,4,5,1766,1168,1,0.99887985
0,1,39,1,1,7792,5,6,2,0,5,3,6,0,2,5,2,3,2,3,856,501,1,0.983315
0,0,6,0,0,9772,4,1,0,5,1,6,6,0,3,2,2,0,4,5,1083,684,0,0.036706395
0,0,26,1,2,5944,0,0,0,4,5,1,2,4,0,3,0,2,4,6,1726,1057,1,0.9993599
0,0,46,1,1,3368,3,4,5,2,5,0,0,6,3,3,2,0,1,0,1040,759,0,0.06430149
1,1,39,0,0,1122,5,3,5,1,2,5,2,6,5,6,6,1,6,2,34,17,1,0.99872667
1,0,7,1,0,5408,1,0,3,0,6,3,3,0,5,3,0,3,2,5,1260,450,1,0.5842547
1,1,86,0,2,5175,1,2,0,6,1,0,1,6,6,5,1,3,2,0,1241,548,0,1.6998532e-05
1,0,76,0,0,1913,4,5,2,4,2,4,6,5,0,0,5,3,0,1,1082,445,0,0.19697998
0,0,13,1,1,4001,1,1,5,4,0,4,1,4,1,1,6,1,1,0,1023,1441,1,0.6543417
0,0,35,1,0,9113,0,0,4,6,4,6,5,6,4,1,5,5,0,5,1556,343,1,0.9992606
1,0,64,0,0,480,3,4,3,4,2,4,6,6,1,5,5,6,1,5,1673,227,0,0.0053907256
1,1,70,0,1,7773,5,1,2,3,5,6,6,1,2,2,6,3,0,5,1114,637,1,0.9381802
1,1,54,1,0,9691,6,1,6,3,4,1,3,0,6,2,3,1,1,0,1320,375,1,0.9711031
0,0,81,0,0,5746,1,4,1,1,6,4,6,4,1,3,3,3,3,0,227,1,0,0.026180536
1,1,3,1,0,5641,2,6,6,5,6,6,1,1,4,6,3,5,4,0,1438,632,0,0.001113803
1,1,74,1,0,3990,5,0,0,5,4,6,3,3,1,1,5,1,4,4,1214,91,1,0.99145156
0,1,97,0,0,1889,5,3,5,0,1,0,5,1,1,1,6,5,5,4,926,703,1,0.998071
0,1,60,1,0,7780,6,1,4,1,1,2,2,5,4,0,3,6,2,5,981,295,1,0.8269075
1,0,1,0,2,7062,2,0,5,6,5,4,6,4,6,0,2,1,1,2,1301,1266,0,0.0013096768
1,0,47,0,1,4533,3,1,3,1,3,5,6,4,6,6,4,3,0,4,508,1122,0,0.00033281394
1,1,6,0,0,6378,5,2,0,3,5,1,2,0,3,4,4,6,4,6,327,844,1,0.97550154
0,0,19,0,0,9288,5,5,3,4,4,4,4,1,6,5,0,6,0,0,520,717,1,0.9987703
1,0,67,1,1,5309,2,3,3,0,0,5,2,5,6,3,3,5,1,0,1108,609,1,0.96124154
1,1,38,0,2,977,0,3,5,1,3,0,0,5,4,5,3,2,6,0,1070,770,1,0.9983662
0,0,56,0,2,2889,2,2,0,3,5,1,6,6,3,5,1,3,2,5,451,565,0,0.0005925467
1,0,83,0,1,6420,6,4,2,3,1,0,6,6,2,5,4,0,2,3,1236,427,1,0.98952276
1,0,47,1,1,3026,6,5,1,2,4,2,0,4,2,3,5,3,2,4,765,1578,1,0.99874
1,1,77,1,0,8856,6,5,0,5,1,0,5,3,4,1,0,3,0,3,1620,268,1,0.984751
0,0,72,0,2,5601,1,2,1,1,2,3,3,0,4,4,3,1,5,4,222,46,0,0.00016262318
0,1,61,0,1,8505,2,3,5,1,1,4,4,1,6,5,3,0,1,3,1272,115,0,0.0036440697
1,0,91,0,2,3667,5,0,4,1,1,3,3,3,5,4,6,4,6,0,1715,1406,0,0.4716418
0,0,73,0,1,1326,4,6,1,1,0,6,0,2,3,2,2,6,6,1,1941,1850,0,0.14965667
1,0,95,0,0,4591,3,0,2,1,6,2,2,2,1,4,0,2,6,3,62,848,0,6.319828e-05
0,1,80,1,1,3689,1,3,3,3,3,4,4,2,0,2,1,2,3,2,1846,937,0,0.00025023447
0,1,26,1,1,9559,0,1,3,5,5,0,0,3,6,1,2,0,0,3,477,1711,1,0.9958982
1,1,51,1,0,4374,5,5,6,6,1,0,3,0,1,4,0,2,2,1,469,450,1,0.99724114
1,1,96,1,2,9254,1,1,6,5,2,4,4,4,5,3,5,2,5,5,1442,1078,0,0.01996156
0,0,13,1,2,8500,5,0,0,0,6,0,6,4,3,0,6,1,6,3,1133,627,1,0.7285786
1,1,93,0,2,4250,6,4,3,0,3,2,5,4,3,0,6,2,5,5,1824,318,1,0.98495495
1,1,62,0,2,3166,5,2,6,1,5,4,0,3,4,1,6,5,5,1,47,1445,1,0.99969554
1,0,87,1,1,8758,5,5,3,6,4,2,2,5,4,6,2,3,0,3,497,809,1,0.99253064
0,1,76,0,0,8908,1,2,0,0,2,1,0,5,1,3,6,1,2,6,372,1480,0,1.813319e-05
1,1,44,1,0,2981,6,1,2,0,6,4,5,0,0,0,2,1,4,1,686,139,1,0.93429065
0,1,88,1,1,8475,6,0,5,3,3,0,2,2,0,1,1,1,4,3,941,114,1,0.994919
0,0,79,0,2,6605,2,4,6,5,2,3,6,3,4,3,6,6,4,6,1337,269,0,0.0033106282
1,0,78,0,2,5976,4,2,1,3,5,0,6,4,0,3,5,4,0,3,1563,810,0,0.10166457
1,1,77,0,0,4501,3,5,2,6,1,5,5,3,0,4,0,2,2,1,1409,1756,0,0.0008154216
0,0,60,1,0,8569,3,6,3,3,3,0,4,0,5,5,4,3,1,3,1852,1986,0,0.27905872
0,0,15,0,1,5542,4,5,1,6,4,3,6,5,4,4,0,4,0,5,1891,181,0,0.0049663507
0,1,29,1,1,2430,1,0,0,1,6,4,2,4,1,3,0,5,3,3,1203,1325,0,0.023825517
1,1,72,1,0,7375,0,1,6,1,6,3,5,5,2,0,4,2,5,3,1448,1733,1,0.99991393
0,1,67,0,0,5158,2,1,3,4,6,3,6,2,1,2,4,2,5,5,878,888,0,0.0015915282
1,0,1,1,0,9064,1,4,3,6,1,5,2,4,4,3,1,6,3,0,452,1164,0,0.10748627
0,1,70,1,0,5108,1,2,1,2,0,2,5,2,2,4,6,5,6,5,1697,990,0,0.0036191966
0,0,25,0,2,6682,6,4,5,5,2,4,4,4,5,2,5,2,5,0,579,541,1,0.99031925
1,0,64,0,2,9572,2,0,3,1,3,6,0,1,4,3,5,1,4,3,1416,1575,0,0.00048532698
0,1,83,0,1,6084,5,0,5,4,4,2,3,1,1,6,4,5,5,3,1305,356,1,0.9999238
1,0,86,0,0,4024,2,4,0,1,4,4,1,1,0,2,2,2,3,3,1784,1742,0,7.853411e-06
0,0,45,0,0,309,6,3,3,6,5,1,3,4,2,0,0,0,3,3,1288,1472,1,0.99862003
0,0,6,1,2,2364,3,2,4,2,3,2,5,3,2,2,1,6,2,2,487,107,1,0.99436545
0,1,29,0,0,3266,6,0,0,1,5,1,4,5,5,0,4,6,5,0,1670,377,1,0.5766688
0,0,69,1,1,5299,5,4,4,5,0,6,1,4,6,6,3,1,5,1,1131,797,1,0.9972479
1,0,68,1,0,5094,6,6,6,5,4,0,5,1,0,3,1,4,5,1,1833,713,1,0.9999424
0,0,86,1,2,9543,1,4,3,5,4,2,3,5,6,6,1,4,2,2,1807,1908,0,0.03540709
1,0,77,1,0,8844,6,2,0,1,4,3,3,1,5,6,4,6,4,5,738,456,1,0.574062
0,0,55,1,2,5450,6,4,1,5,3,2,5,6,1,4,5,1,4,6,345,1607,1,0.98074305
1,1,55,0,2,6382,5,1,3,5,4,6,4,3,0,4,4,4,2,4,1720,1284,1,0.9988298
1,1,39,1,0,9745,3,5,1,6,1,6,5,4,0,1,6,6,2,6,1358,399,0,0.45921335
0,0,27,1,2,8573,3,0,1,1,5,2,6,3,3,6,1,2,0,5,1186,818,1,0.8293818
1,0,31,0,1,7372,0,1,1,1,5,6,1,1,3,1,3,0,2,0,960,103,1,0.9745427
1,1,3,1,2,9424,0,1,3,2,2,5,0,1,2,6,0,2,5,3,477,1558,1,0.87099844
0,1,100,1,1,3385,6,6,4,2,6,1,1,1,5,4,3,3,4,4,1133,178,1,0.9648694
1,0,5,0,1,3875,1,1,2,5,0,0,3,2,2,0,3,3,0,1,1259,277,0,4.0021576e-05
0,1,18,1,1,514,6,2,2,5,3,6,6,6,6,3,0,6,4,0,1287,852,1,0.9991912
1,1,37,0,1,4185,5,5,3,3,3,5,4,4,1,0,0,0,0,0,583,429,1,0.9882239
1,1,54,0,2,7575,4,6,6,6,0,1,6,3,0,0,6,2,1,4,1664,687,0,0.25378165
0,0,99,1,1,5123,5,6,2,3,6,4,0,6,3,1,2,2,6,3,436,1728,1,0.7206936
