Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
0,1,95,1,2,6768,4,5,4,4,0,1,5,2,5,5,5,4,3,6,1235,1886,1,1.0
1,1,73,1,1,1238,0,6,2,3,6,3,4,1,3,3,1,4,2,3,926,1059,0,1.995496845164798e-53
1,1,86,0,1,4053,6,1,0,1,3,0,1,1,1,6,2,2,2,1,1798,132,1,1.0
1,0,78,0,2,4216,1,4,3,0,2,6,5,3,2,0,6,5,0,6,287,485,1,1.0
0,0,54,0,1,8277,1,2,5,4,0,1,2,1,4,2,4,3,6,5,1543,591,1,1.0
0,1,5,0,1,7113,2,2,6,0,6,5,5,0,4,0,5,6,1,4,1366,1811,1,1.0
0,0,11,0,2,5683,0,6,1,3,6,5,3,5,4,6,4,3,5,3,324,424,1,1.0
0,0,46,0,2,2247,5,0,4,1,4,4,6,5,2,6,2,6,0,1,951,906,1,0.9999999999475913
1,1,46,0,2,3945,0,0,5,4,1,1,5,3,3,2,3,6,4,0,1223,850,1,1.0
1,0,84,0,1,633,5,6,3,1,6,2,0,3,1,6,0,5,1,3,348,1293,0,2.1219382457086025e-145
0,0,28,0,0,3878,1,5,4,1,2,3,4,6,3,6,4,2,4,6,976,162,1,1.0
0,0,69,1,0,5877,0,2,0,3,2,0,2,5,5,4,2,5,0,3,1537,318,1,1.0
0,1,51,1,0,5403,0,5,5,1,4,5,3,3,6,4,1,5,4,5,1230,1322,1,1.0
1,0,73,1,1,6891,1,1,4,4,2,6,6,4,6,4,3,6,4,0,1874,317,1,1.0
1,0,70,1,0,2938,0,1,5,2,0,4,1,2,3,3,4,0,4,3,1447,988,1,1.0
1,0,38,1,1,631,1,1,3,6,2,3,4,3,1,1,3,5,1,5,1735,502,1,1.0
1,1,41,1,1,7710,1,1,6,6,0,1,4,0,0,0,1,1,4,0,1514,940,1,1.0
0,0,64,1,0,987,5,5,2,4,5,1,6,2,6,0,1,5,2,2,1642,236,1,1.0
1,1,39,0,2,2215,6,4,1,0,6,2,1,1,1,2,4,6,6,6,655,762,1,0.9999999999929978
1,1,14,0,2,3513,4,0,0,5,2,3,0,0,5,0,3,1,6,1,470,1790,0,9.236251207634116e-104
0,0,36,1,0,9695,2,1,5,0,6,0,3,3,2,1,0,0,1,0,71,1528,1,1.0
1,0,83,0,1,5051,4,4,5,6,6,1,5,4,3,0,6,6,1,5,1114,1464,1,1.0
1,1,36,0,0,8417,0,4,2,1,2,0,0,4,6,2,5,4,6,4,431,1158,1,1.0
0,0,21,0,2,9893,6,2,5,3,2,6,6,6,3,5,3,6,5,6,1350,1127,1,1.0
0,1,62,1,2,8057,5,3,1,2,4,4,1,1,5,1,6,2,0,3,1515,348,1,1.0
1,1,48,0,2,4063,4,5,3,1,0,4,4,0,3,2,3,4,5,2,1586,1318,1,1.0
0,0,39,1,2,1801,5,2,5,1,0,6,2,1,0,0,6,6,5,3,340,1424,0,8.897544194656382e-119
0,1,86,0,2,1352,4,5,6,5,6,6,4,6,4,5,4,6,6,4,1519,144,1,1.0
0,0,75,0,2,8084,5,2,4,0,0,6,4,1,4,3,4,5,6,5,360,1580,1,1.0
0,0,16,1,1,4736,5,0,4,0,6,4,0,6,4,0,5,1,0,4,1674,346,1,1.0
0,0,96,0,0,3105,5,2,0,3,4,6,6,1,4,5,4,3,6,2,338,69,1,1.0
0,0,89,0,0,8802,5,4,4,5,2,2,4,3,1,3,5,4,4,1,243,871,1,1.0
0,1,62,0,0,989,1,4,5,1,6,1,2,0,4,3,5,4,4,0,488,129,1,1.0
0,1,10,0,2,988,4,5,2,2,0,0,3,1,5,0,6,5,2,0,1432,158,1,1.0
1,0,83,0,1,7083,0,1,6,5,6,3,6,5,2,6,2,6,6,5,1722,1235,1,1.0
0,1,59,1,1,7925,5,0,0,1,6,2,4,5,3,5,1,3,4,6,821,1753,1,1.0
1,0,77,1,1,2166,3,0,3,1,0,1,3,5,1,2,0,6,1,6,1435,1469,0,7.966323969726362e-48
1,0,23,0,2,4651,4,3,2,1,2,2,4,4,6,2,5,1,1,4,9,325,1,1.0
1,0,53,1,1,518,6,1,2,6,0,3,1,6,3,4,0,1,1,3,1724,1394,0,5.882451348326351e-76
1,1,45,1,1,4993,6,0,4,1,0,1,2,0,6,6,2,0,4,6,631,1957,0,2.4551328719133864e-65
1,0,41,1,0,4040,4,0,5,3,0,6,1,0,3,1,0,4,4,1,1410,1160,1,1.0
0,1,10,0,0,5396,3,1,0,6,3,1,3,6,0,6,1,6,1,1,645,219,1,1.0
1,1,79,1,1,2920,0,6,1,4,4,6,4,3,5,6,3,1,0,4,290,1626,0,6.1947569291753824e-114
1,0,67,0,0,4915,4,6,6,6,1,5,3,5,6,2,5,0,1,4,356,1292,1,0.9999999999831748
1,1,28,0,1,5298,0,4,1,3,1,5,1,4,6,0,1,5,2,6,503,182,1,1.0
0,1,75,0,1,4162,6,6,0,0,1,1,2,4,1,3,6,6,1,4,573,1882,0,2.68875783340329e-90
0,1,54,1,0,1652,1,6,2,1,0,1,4,5,4,6,3,6,4,5,1727,1821,0,1.4026256528099395e-97
1,0,12,0,0,6390,4,2,0,4,6,6,1,4,3,4,1,6,3,0,1032,1850,1,1.0
1,1,7,0,0,1100,5,5,2,0,5,2,3,2,1,4,3,0,0,2,558,159,1,1.0
0,0,10,0,2,3933,3,3,3,1,1,4,5,2,6,0,4,5,1,3,1904,625,1,1.0
1,1,83,1,1,2188,5,0,3,4,5,0,6,2,0,6,0,5,6,3,1287,1429,0,1.0202191576804217e-50
0,1,12,0,1,2930,1,0,1,2,0,2,0,0,2,4,6,6,0,4,939,1940,0,5.594456575734269e-117
1,1,6,0,2,8812,1,1,0,6,6,2,1,2,2,6,5,3,5,3,263,1706,1,1.0
1,0,49,1,2,4644,5,0,3,2,3,0,3,5,0,5,2,5,5,0,226,1642,0,1.7103263193884084e-58
1,1,19,1,2,3854,5,4,3,1,3,5,2,0,5,5,2,6,0,2,1622,334,1,1.0
0,1,78,1,0,8741,1,6,6,3,4,0,1,3,3,4,3,4,4,0,718,1023,1,1.0
0,0,3,0,1,5825,0,4,4,6,1,3,4,5,1,5,4,5,3,5,1213,728,1,1.0
0,0,66,1,2,1013,1,2,6,3,2,3,1,0,5,6,0,5,0,4,35,854,0,1.805955695108586e-85
0,0,12,0,0,8937,3,0,0,3,0,6,2,2,6,2,5,3,2,3,1386,915,1,1.0
0,1,99,0,1,7972,3,5,4,0,3,6,6,3,1,6,3,4,3,0,986,1602,1,1.0
0,1,52,1,1,8459,1,0,1,3,2,2,3,4,4,1,5,5,0,4,71,1655,1,1.0
1,1,24,1,1,2131,2,2,6,2,1,3,6,3,3,4,1,6,2,0,1161,102,1,1.0
0,1,97,0,0,2207,1,4,5,6,0,4,2,6,6,6,5,1,6,2,1690,245,1,1.0
0,1,18,1,0,3807,3,4,6,0,1,5,6,0,2,3,1,5,3,2,1281,1911,0,1.7570472251922707e-59
0,0,68,1,0,2882,2,3,3,5,0,1,1,1,0,0,1,6,5,3,1721,1539,0,3.920253328139263e-15
1,1,9,1,1,1862,2,1,3,0,3,3,2,5,4,6,2,0,2,6,1682,4,1,1.0
0,1,84,0,0,8184,2,2,3,3,6,4,6,0,5,5,2,6,6,4,1121,171,1,1.0
0,0,77,0,1,9544,4,6,6,0,4,0,4,4,3,4,2,3,6,6,1760,1624,1,1.0
1,0,0,1,2,4891,3,0,6,6,0,1,4,0,4,1,4,2,6,2,926,1245,1,1.0
0,1,44,1,1,4565,3,2,1,6,4,6,4,3,3,6,0,4,2,0,266,812,1,1.0
0,0,8,0,0,899,5,5,1,1,2,4,4,5,0,0,0,1,6,3,452,1466,0,5.1142402794829634e-151
0,1,74,1,1,4482,2,1,2,1,2,1,4,3,6,0,2,1,3,5,598,911,1,1.0
1,0,4,0,2,5012,1,3,0,4,4,0,1,2,6,2,5,4,1,6,156,1913,0,3.4851633481300157e-87
1,1,24,0,2,1653,6,6,0,2,5,6,2,2,3,4,4,1,3,0,451,1422,0,2.965349735489787e-117
0,1,76,1,0,7904,5,4,5,1,1,2,1,4,1,5,5,6,5,6,1320,803,1,1.0
0,1,47,0,0,9322,3,6,4,1,6,4,1,4,5,0,1,3,1,3,1489,469,1,1.0
1,0,47,1,1,2315,3,3,5,6,1,3,6,3,2,5,2,4,4,2,1918,536,1,1.0
0,1,10,0,1,5863,3,0,1,3,6,5,2,4,6,4,6,6,5,1,1908,1569,1,1.0
0,0,46,1,0,6456,1,3,1,1,5,1,3,6,3,2,3,1,5,0,373,547,1,1.0
0,1,55,0,1,7983,0,1,0,6,4,2,6,1,6,4,2,5,0,1,1294,702,1,1.0
1,0,72,0,2,4367,2,6,5,6,5,3,5,5,4,2,0,4,3,1,399,1014,1,1.0
1,1,12,0,0,9437,5,1,4,2,3,2,5,1,6,6,2,5,4,4,122,1695,1,1.0
0,0,24,0,2,3020,6,6,4,5,2,4,0,3,4,6,1,2,5,2,1744,1001,1,1.0
1,0,19,0,0,1336,2,5,1,0,2,1,2,6,2,2,0,2,6,2,939,167,1,1.0
0,1,16,1,2,5702,2,1,3,6,0,4,5,6,3,0,2,6,3,1,788,912,1,1.0
0,1,85,1,2,1156,0,2,0,6,0,3,2,4,3,2,6,2,0,4,1042,1823,0,1.5484356752716314e-160
1,1,65,1,2,5846,3,6,2,6,3,4,1,1,4,2,4,0,1,6,28,1769,0,8.707156108988823e-47
0,0,77,1,1,9745,4,4,1,2,2,2,1,2,6,2,3,4,6,2,1810,1026,1,1.0
1,0,39,0,0,9236,1,6,6,0,2,6,2,1,4,3,1,0,5,6,590,295,1,1.0
0,1,3,0,0,3653,1,6,3,5,5,2,6,0,4,6,4,3,5,6,875,1989,0,1.681920447356926e-101
0,0,6,1,1,5186,2,4,5,6,4,6,6,1,3,4,0,3,4,4,440,1368,1,1.0
1,1,74,0,0,2337,4,0,6,0,2,5,4,2,0,2,6,5,5,2,1480,597,1,1.0
1,0,21,1,0,7098,6,1,5,1,4,6,5,3,3,1,6,0,6,3,1050,1130,1,1.0
1,0,52,0,0,4694,5,2,5,2,0,6,1,5,0,4,0,1,4,6,672,169,1,1.0
0,1,89,1,1,1428,0,1,1,4,1,6,5,3,0,3,5,2,0,5,974,1812,0,1.0225860414630547e-152
0,1,85,1,0,7601,5,0,4,3,2,3,0,6,1,4,5,5,4,6,1001,1212,1,1.0
0,1,18,1,2,8771,6,2,3,1,5,4,5,6,4,6,3,0,3,5,290,593,1,1.0
1,0,62,1,1,2044,2,0,1,4,3,3,2,6,2,5,6,6,6,6,1067,650,1,1.0
0,1,24,1,1,1830,0,2,3,4,4,3,4,6,0,2,0,3,3,4,1310,1195,0,3.1288539638474787e-26
1,0,61,1,1,6748,5,6,0,4,1,0,6,5,1,4,5,3,5,2,655,585,1,1.0
0,0,59,1,1,7727,4,5,2,5,1,3,0,1,4,3,3,4,6,0,488,1822,1,1.0
0,0,83,1,0,3507,4,2,3,4,5,1,5,0,6,0,3,4,2,2,1399,923,1,1.0
0,0,58,0,2,3114,2,2,1,5,3,2,6,5,4,1,4,3,6,6,1779,1058,1,1.0
1,0,92,0,0,1351,5,4,4,4,1,2,1,1,5,3,0,1,5,4,1759,1050,1,0.9998518030628504
1,1,8,0,1,9216,2,5,6,2,2,3,3,6,1,6,2,3,4,6,1355,653,1,1.0
0,0,93,1,1,711,2,6,1,3,1,2,2,1,6,5,6,2,1,4,326,1108,0,2.4213360547569567e-116
1,1,91,0,2,7236,2,0,6,5,2,5,0,6,6,6,0,3,2,0,794,338,1,1.0
1,1,23,1,2,6778,6,1,6,4,6,2,4,4,5,5,4,5,4,6,1958,1848,1,1.0
1,0,32,0,1,5072,2,2,5,3,6,0,5,4,2,3,1,5,2,3,834,254,1,1.0
0,1,35,1,2,1045,6,0,0,0,2,1,5,0,2,1,1,0,4,3,111,1130,0,1.545874842470375e-119
1,0,30,0,2,5762,3,2,5,3,1,3,5,3,0,6,5,6,5,3,605,1878,0,1.7727337804880923e-27
1,0,76,0,1,1337,4,4,3,5,3,1,3,6,3,2,4,5,3,6,1366,219,1,1.0
0,0,81,0,0,2350,1,1,4,5,3,0,2,2,5,3,2,1,0,2,1066,486,1,1.0
1,1,75,1,1,925,2,6,2,4,4,4,0,3,5,2,0,4,4,6,1416,161,1,1.0
0,0,92,0,1,9141,2,3,3,4,0,1,4,5,4,4,4,4,2,4,1749,911,1,1.0
1,1,64,1,2,8552,4,5,3,6,5,5,5,2,6,6,0,2,5,3,97,1449,1,1.0
0,0,42,1,2,7386,6,3,6,2,5,0,1,3,2,1,0,2,3,6,137,369,1,1.0
0,1,100,1,1,4248,3,6,6,1,3,2,6,2,2,3,3,6,1,6,172,1052,1,0.9999999952024128
1,0,5,1,2,3681,3,3,3,2,1,6,2,2,2,0,5,1,5,2,139,547,1,1.0
0,0,3,0,1,4056,2,5,3,0,6,3,1,0,4,6,4,4,3,4,1300,289,1,1.0
0,1,80,1,2,1960,2,5,2,6,5,6,3,3,6,3,5,6,2,3,155,1958,0,8.369574118571437e-204
1,0,75,0,1,6532,1,5,5,2,0,6,6,4,3,1,0,2,4,6,1215,1648,1,1.0
1,1,19,1,0,8482,6,5,4,4,0,5,2,5,3,0,0,4,6,5,979,1870,1,1.0
1,1,26,1,0,7432,2,5,4,2,5,4,6,2,1,4,2,6,1,2,642,1028,1,1.0
1,0,97,0,2,5841,2,6,2,6,6,2,1,0,5,1,2,6,6,3,1261,1019,1,1.0
1,0,54,0,2,4222,0,0,3,3,5,5,6,0,2,6,2,6,3,3,1057,1239,1,1.0
1,0,59,0,2,8505,2,6,0,1,3,1,4,5,3,6,3,2,1,6,824,338,1,1.0
0,0,30,0,1,301,3,4,2,0,3,0,3,6,1,3,5,0,6,6,59,388,0,6.27438895454971e-42
0,0,66,0,2,830,6,5,0,2,3,3,3,1,3,5,4,1,0,3,1061,986,0,9.611368181294199e-48
1,1,45,0,0,5212,6,1,4,2,6,5,5,2,5,2,6,6,1,3,671,132,1,1.0
0,0,57,1,2,7219,0,2,5,1,6,5,3,3,1,0,4,0,4,3,1073,1349,1,1.0
1,1,6,0,2,4955,2,0,6,0,0,0,1,0,6,3,1,1,3,1,1802,681,1,1.0
1,0,42,0,1,7304,4,5,5,1,6,6,5,5,1,2,1,6,2,3,209,1401,1,1.0
0,1,92,0,0,4934,5,0,6,4,0,1,4,5,6,6,1,6,1,2,1487,114,1,1.0
0,0,27,1,2,9663,1,0,0,6,1,3,5,1,5,4,0,3,2,5,1555,607,1,1.0
0,0,30,1,0,2599,5,3,3,4,5,4,3,1,0,4,1,4,3,0,916,1215,0,8.251161688813238e-25
1,1,47,0,0,727,0,3,4,2,2,6,2,0,0,1,4,0,1,1,786,205,1,1.0
1,1,86,0,2,1189,6,4,2,0,5,2,6,3,5,5,2,1,1,5,718,901,0,4.911374779440596e-45
1,1,75,0,2,5904,6,2,2,5,3,4,4,0,1,1,6,6,5,5,843,295,1,1.0
0,0,99,1,0,8661,4,2,0,0,1,6,1,2,3,4,6,2,0,2,528,1189,1,1.0
0,1,81,1,2,2382,3,0,1,6,6,5,1,1,1,3,2,1,1,4,1182,1344,0,1.5489609287604812e-37
0,1,94,1,1,227,6,0,5,0,2,1,2,4,1,5,5,3,0,1,1712,1043,0,3.696646334595211e-39
0,0,2,1,0,4798,1,0,3,3,5,5,3,0,4,5,6,3,3,2,1465,1373,1,1.0
0,0,94,0,2,709,3,1,1,4,3,4,1,6,2,2,4,3,1,0,1744,1728,0,1.8167400791702803e-119
0,1,26,1,1,5905,6,3,4,5,4,5,1,1,5,5,5,1,6,1,966,1474,1,1.0
0,0,45,0,1,4594,1,2,4,6,6,6,3,5,3,0,0,6,0,2,944,131,1,1.0
0,1,22,1,2,7756,2,1,5,6,0,4,5,6,6,5,6,4,4,0,932,1862,1,1.0
1,1,71,1,2,4586,0,6,3,1,0,5,0,6,4,1,6,3,0,2,1923,1680,1,1.0
1,1,11,1,0,2696,6,6,0,1,5,1,1,1,6,1,5,2,6,2,568,1960,0,1.0150748630614255e-150
1,1,51,1,2,7836,5,1,3,4,0,5,6,6,1,2,1,5,0,1,145,1348,1,1.0
0,1,9,1,1,5095,3,4,3,2,5,3,4,0,5,5,6,2,0,1,303,1305,1,0.9999999999999982
0,0,31,1,1,2327,0,6,0,1,3,4,3,5,2,0,1,6,5,2,1902,1337,1,0.9999999994414097
0,0,17,0,2,2809,6,0,4,1,6,0,4,6,4,2,5,6,3,2,1102,613,1,1.0
0,0,96,1,1,6716,6,3,1,5,2,1,6,6,5,6,5,1,3,3,1732,1565,1,1.0
0,1,2,1,1,2976,2,5,2,6,3,1,6,5,3,1,3,5,0,5,520,1820,0,1.1897463829800023e-123
0,0,32,0,2,801,6,6,0,6,6,4,6,6,0,2,5,6,6,6,315,534,0,2.070028654942918e-26
0,1,18,1,0,1963,4,2,4,0,3,5,5,4,2,1,5,1,4,1,208,106,1,1.0
1,1,37,1,2,5907,0,5,0,2,3,4,3,6,1,0,6,0,5,5,1850,253,1,1.0
0,0,77,0,0,6959,0,6,6,0,1,5,3,2,3,3,0,6,3,3,27,340,1,1.0
1,1,41,0,1,4121,3,5,3,3,6,3,3,4,3,2,4,6,0,1,669,1002,1,1.0
1,1,0,1,1,5156,1,5,4,1,0,2,0,4,0,1,5,2,0,2,774,580,1,1.0
1,0,34,1,0,4344,5,6,0,0,3,6,3,2,3,6,0,4,6,4,344,1389,0,2.7183486044550766e-21
0,1,38,0,1,420,0,2,2,1,0,2,1,0,5,2,2,4,4,6,747,1982,0,2.602522090267047e-226
0,1,34,1,2,8498,5,1,3,1,5,6,6,4,6,0,5,0,5,3,1905,1227,1,1.0
0,1,53,1,1,3731,6,5,4,6,3,4,6,6,4,0,1,6,6,1,1053,1022,1,1.0
0,0,46,0,0,7985,0,6,3,0,1,1,3,6,2,3,6,2,0,5,1496,527,1,1.0
1,0,5,0,0,4984,6,6,6,0,3,4,1,3,0,5,4,4,0,0,874,1428,1,1.0
1,0,97,0,2,8556,2,0,5,0,2,5,6,4,2,4,5,1,3,1,1366,1333,1,1.0
1,0,55,1,0,924,6,1,2,0,5,3,5,2,4,1,0,1,0,0,50,1469,0,3.7093305450912595e-177
0,0,40,0,2,8444,0,2,4,6,0,6,0,0,4,5,0,1,4,6,622,168,1,1.0
0,1,71,1,2,7273,6,6,0,4,3,0,0,6,2,2,0,6,2,3,119,983,1,1.0
0,0,18,0,1,1417,4,5,6,6,3,4,4,5,5,5,0,2,4,2,1232,901,0,0.19945697084628847
0,1,49,0,0,5658,0,1,0,1,5,6,0,0,6,5,5,3,6,3,1163,1479,1,1.0
0,1,6,1,1,736,5,5,4,2,6,6,2,5,0,0,5,2,2,6,1196,44,1,1.0
1,0,84,1,2,6823,3,3,4,4,0,6,1,6,3,1,6,2,3,4,608,541,1,1.0
0,1,71,1,1,7293,6,5,6,1,3,5,2,3,0,6,4,0,5,4,1995,1839,1,1.0
1,1,31,0,1,6510,1,3,0,6,1,1,6,4,5,1,2,0,4,1,1688,1821,1,1.0
1,1,56,0,1,1060,0,5,2,2,5,5,6,6,4,4,2,5,1,1,562,1990,0,2.5265656298116097e-216
1,1,5,0,1,533,0,1,5,2,2,1,1,6,0,2,0,3,3,0,1693,1747,0,3.0273927283052025e-130
1,1,67,0,0,7570,3,2,6,5,6,5,1,0,6,3,4,6,3,0,41,1718,1,1.0
1,0,30,1,1,8356,1,6,1,0,3,5,3,5,6,5,5,1,6,5,1700,332,1,1.0
0,0,55,0,2,9918,6,6,4,1,5,4,1,3,1,6,3,1,4,5,1528,1255,1,1.0
0,1,100,0,1,1219,0,4,3,2,0,6,0,4,4,2,2,4,3,5,1746,442,1,1.0
0,0,69,1,1,6642,6,3,4,4,3,3,6,0,5,2,1,3,4,3,1561,1217,1,1.0
1,1,96,0,2,8705,0,5,5,6,2,0,5,5,4,3,6,2,6,0,1211,1145,1,1.0
0,1,12,0,1,1454,2,3,3,6,2,5,1,5,3,5,3,2,5,5,1285,1914,0,1.6295118197122208e-143
0,1,100,0,1,5446,5,3,3,3,2,4,1,6,3,0,3,1,3,6,187,1635,0,1.1277275793152659e-33
0,1,24,0,1,8942,0,6,0,1,1,5,2,2,4,3,6,6,3,3,779,405,1,1.0
1,0,27,0,2,8584,1,6,6,1,5,4,2,3,2,6,1,2,3,3,780,1077,1,1.0
0,1,66,1,1,7828,3,5,0,1,0,1,3,0,4,3,6,1,6,0,1499,1629,1,1.0
1,1,39,1,2,6698,3,5,6,2,2,2,1,1,2,3,0,6,0,1,922,987,1,1.0
0,1,97,0,2,8406,6,5,3,3,5,1,1,0,3,6,5,3,1,4,1689,537,1,1.0
0,1,30,1,2,9893,5,2,3,0,6,0,4,3,5,0,5,5,1,0,1122,1940,1,1.0
1,1,94,1,2,5242,3,6,5,0,1,6,6,4,6,3,2,2,4,1,645,772,1,1.0
0,0,45,1,2,6954,1,3,4,3,2,0,4,4,3,6,6,2,5,0,377,1280,1,1.0
0,0,64,1,2,2283,6,5,4,3,5,5,0,5,6,6,6,5,1,5,1596,1147,1,1.0
1,1,60,0,0,9444,1,5,4,1,2,5,5,5,5,1,6,6,3,3,1784,1942,1,1.0
0,0,66,1,1,9370,5,0,4,0,2,3,6,1,0,5,6,0,5,0,1148,1426,1,1.0
0,0,63,0,2,2210,0,5,3,0,3,3,1,2,2,0,1,4,2,3,713,1784,0,5.378681998532705e-138
0,0,77,1,2,2443,0,3,6,2,2,2,5,2,3,1,1,2,0,4,1277,1018,1,1.0
0,1,99,1,0,9810,0,2,0,0,4,2,5,2,3,5,5,4,4,5,290,470,1,1.0
1,0,64,1,1,5603,0,0,0,6,3,2,2,2,3,0,2,5,1,1,126,353,1,1.0
0,0,64,1,0,4534,3,2,1,5,5,5,2,5,1,4,0,5,6,4,709,1751,0,6.34332947573136e-47
1,0,66,1,1,3096,3,4,0,4,2,6,5,0,3,6,6,0,5,4,946,1465,0,1.4420601922667518e-41
0,1,71,1,1,3600,3,3,0,0,3,6,3,1,6,0,2,4,1,2,1422,457,1,1.0
1,1,81,1,1,9249,4,3,5,0,0,1,5,1,2,4,5,2,0,2,837,1037,1,1.0
1,1,78,0,2,8404,3,3,3,2,1,5,1,0,3,5,2,5,4,6,1219,968,1,1.0
0,0,20,0,0,9961,3,3,3,0,3,4,1,4,2,0,0,3,6,3,965,1099,1,1.0
1,1,52,1,1,522,3,6,1,4,0,5,5,1,0,4,0,3,4,5,1621,325,1,1.0
1,1,62,1,0,6454,0,6,0,0,5,0,1,2,3,5,2,0,4,5,1296,985,1,1.0
1,1,24,1,1,3245,4,6,3,6,0,5,5,1,6,0,2,0,5,6,1033,1140,1,1.0
1,0,70,0,0,7827,5,4,2,1,4,1,2,5,3,1,4,5,5,5,699,76,1,1.0
0,1,48,1,0,3993,6,4,1,1,6,1,0,2,4,3,6,4,4,1,739,1327,0,0.0023521778680148575
1,0,30,1,2,9773,3,6,6,2,0,5,3,4,3,6,6,1,2,3,1673,698,1,1.0
1,1,41,0,0,1282,6,6,3,2,3,2,6,5,6,6,6,0,1,2,357,501,0,0.0009970759127080342
0,1,96,0,1,902,5,6,2,2,2,4,2,4,6,4,5,6,5,6,1058,1801,0,1.445972534741843e-163
0,0,100,1,1,9592,0,4,2,6,6,1,4,1,1,4,1,4,5,3,273,113,1,1.0
1,1,16,1,2,8826,4,6,5,6,5,4,2,6,3,2,4,4,0,1,725,942,1,1.0
1,1,22,0,1,5644,6,3,1,5,2,2,0,0,5,2,2,3,3,6,1423,178,1,1.0
0,1,88,1,2,537,4,2,0,4,6,5,6,5,1,2,6,6,4,1,627,955,0,2.0834852549984504e-80
0,1,75,0,2,5267,6,6,4,4,5,1,5,0,2,4,0,2,6,4,480,374,1,1.0
0,1,13,0,0,8418,3,5,3,5,4,0,1,3,4,2,4,4,2,2,1629,501,1,1.0
1,0,55,0,2,4060,5,3,0,5,1,2,2,3,2,5,0,4,3,4,626,1817,0,1.0342672166443153e-79
1,1,40,0,0,9234,2,5,2,5,1,3,5,6,1,4,6,3,4,6,854,1616,1,1.0
0,1,18,1,0,9767,0,4,1,6,6,0,6,5,4,1,4,4,6,4,404,322,1,1.0
0,0,67,1,1,9897,1,3,4,3,0,1,6,4,1,1,1,6,4,0,1541,1725,1,1.0
0,0,7,0,2,8469,0,4,5,1,4,2,4,3,0,0,6,2,6,6,48,885,1,1.0
1,1,35,1,1,6258,3,6,5,3,1,5,5,0,1,0,6,5,4,0,828,69,1,1.0
1,1,77,0,2,3197,4,2,2,3,4,6,4,0,4,5,0,6,2,5,1891,1548,1,0.9999999973499034
1,1,57,1,1,852,3,1,2,5,5,2,5,3,0,3,3,1,0,2,688,1727,0,6.597653842524392e-179
1,1,37,1,2,5580,0,5,1,4,1,3,5,3,0,0,2,1,0,5,714,528,1,1.0
0,0,74,1,2,3051,2,0,0,5,1,2,1,5,0,2,2,4,0,4,501,524,1,1.0
1,0,28,1,0,8853,5,0,3,5,4,5,4,0,4,3,4,6,5,2,796,1869,1,1.0
0,1,26,0,2,7584,5,1,3,6,6,5,4,3,4,5,4,1,6,6,917,1049,1,1.0
0,0,75,1,1,1504,5,0,4,6,5,4,3,2,2,4,0,1,1,4,448,1234,0,8.259840046322608e-98
0,0,3,1,1,6247,4,1,1,2,6,0,1,0,2,3,0,4,0,0,637,1538,1,1.0
0,1,90,1,2,3949,0,3,3,4,4,1,1,5,6,3,3,4,3,6,768,852,1,1.0
0,0,61,1,0,1650,5,3,4,1,0,6,1,2,0,0,0,5,6,0,873,0,1,1.0
0,0,24,1,1,5032,2,2,1,2,4,6,1,5,6,4,6,4,2,2,533,1616,0,1.0349165668278603e-17
0,1,37,1,1,773,6,5,0,1,1,1,5,4,5,3,2,4,6,2,1825,1710,0,1.1241773380629858e-105
0,1,47,1,1,4380,6,5,6,3,2,0,0,3,5,2,1,3,2,5,1304,800,1,1.0
0,0,33,0,1,346,5,5,2,3,0,4,1,6,2,5,1,1,2,2,1425,1289,0,3.342773157215575e-85
0,0,53,1,2,3993,3,2,1,4,3,5,1,1,0,1,0,5,2,2,808,852,1,1.0
1,0,37,1,2,9634,5,2,1,5,6,4,6,5,0,6,6,1,4,5,1003,1533,1,1.0
0,1,69,1,0,6859,4,2,0,3,2,1,3,6,1,1,3,3,5,6,1498,1218,1,1.0
1,1,84,0,1,9483,3,6,3,0,0,2,4,5,6,4,3,3,6,4,839,1100,1,1.0
0,1,7,0,1,4387,3,6,0,6,1,0,2,5,3,6,4,0,4,3,1703,471,1,1.0
0,1,17,0,1,1473,3,6,5,3,5,2,5,1,0,5,3,6,0,6,486,1816,0,8.813483898898138e-180
1,1,86,1,2,3942,2,0,2,5,5,4,4,1,0,5,3,3,1,2,92,464,1,1.0
1,0,90,1,0,1367,5,2,0,3,5,6,4,5,2,0,3,3,4,1,1861,911,1,1.0
1,0,100,0,0,7907,4,4,4,4,1,6,5,5,6,4,2,6,1,6,1933,1092,1,1.0
0,1,33,1,1,8549,3,4,3,6,4,0,3,4,3,4,4,1,1,6,959,1870,1,1.0
1,0,48,0,1,1790,2,6,0,4,0,1,4,3,6,6,5,4,2,6,808,1446,0,8.964955960585357e-95
0,0,39,1,0,7285,6,3,4,6,4,3,0,6,0,1,4,0,2,2,462,217,1,1.0
1,0,62,0,1,8416,1,2,0,3,1,2,0,6,6,2,0,5,3,3,849,1591,1,1.0
0,0,91,1,1,7859,2,1,5,6,6,4,3,5,4,0,5,2,0,4,1485,432,1,1.0
